,bathrooms,bedrooms,has_photo,price,square_feet,address,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,noamenities,Cats,"Cats,Dogs",Dogs,petsunknown
7200,1.0,1.0,1,2500,1053,4810 McKinney Avenue Unit 1053,Dallas,TX,32.8212,-96.7853,RentLingo,1577359618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7201,2.0,2.0,1,1965,1053,addressunknown,Silver Spring,MD,39.0403,-77.0461,RentDigs.com,1568767564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7202,2.0,2.0,1,2675,1054,addressunknown,Bellevue,WA,47.6124,-122.1427,RentDigs.com,1568768567,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7203,2.0,2.0,1,1125,1054,addressunknown,Cincinnati,OH,39.1183,-84.3377,RentDigs.com,1568770263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7204,2.0,2.0,1,1095,1054,309 Springfield Ave,Hudson,IA,42.3823,-92.4606,RentLingo,1577358962,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7205,2.0,2.0,1,1095,1054,2103 4th St SW,Waverly,IA,42.7162,-92.4256,RentLingo,1577358958,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7206,2.0,2.0,1,900,1054,501 Enterprise Court,Independence,IA,42.47,-91.8961,RentLingo,1577358966,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7207,1.0,1.0,1,1950,1055,2510 N Henderson,Dallas,TX,32.8212,-96.7853,RentLingo,1577359299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7208,1.0,1.0,1,1398,1055,addressunknown,Silver Spring,MD,39.065,-76.9815,RentDigs.com,1568768383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7209,1.0,1.0,1,1359,1055,addressunknown,Silver Spring,MD,39.065,-76.9815,RentDigs.com,1568768365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7210,2.0,2.0,1,1225,1055,addressunknown,Norfolk,VA,36.9141,-76.2882,RentDigs.com,1568754137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
7211,2.0,4.0,1,1680,1056,305 N Salisbury St,West Lafayette,IN,40.4969,-86.9659,RentLingo,1577358842,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7212,1.5,2.0,1,1100,1056,8302 Westown Parkway Unit 5107,West Des Moines,IA,41.5835,-93.7597,RentLingo,1576667723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7213,2.5,2.0,1,995,1056,5012 South Quaker Avenue,Tulsa,OK,36.116,-95.9281,RentLingo,1577017019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7214,2.0,2.0,1,799,1056,40 Canterbury Lane,Gardner,IL,41.1691,-88.3203,RentLingo,1577359379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7215,2.0,2.0,1,1435,1057,2129 Maltby Rd,Bothell,WA,47.7974,-122.2037,RentLingo,1577358497,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
7216,2.0,2.0,1,975,1057,addressunknown,Snellville,GA,33.8544,-84.0083,RentDigs.com,1568781598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7217,2.0,2.0,1,2098,1058,4200 S Harbor Boulevard,Oxnard,CA,34.1873,-119.1738,RentLingo,1577359157,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0
7218,2.0,2.0,1,1845,1058,addressunknown,Odenton,MD,39.0747,-76.7017,RentDigs.com,1568779086,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
7219,1.0,2.0,1,1490,1058,addressunknown,Silver Spring,MD,39.0128,-76.9812,RentDigs.com,1568767741,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
7220,2.0,2.0,1,1425,1058,addressunknown,Loveland,CO,40.4067,-105.0984,ListedBuy,1576791677,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
7221,2.0,2.0,1,1425,1058,addressunknown,Loveland,CO,40.3888,-105.1046,RentDigs.com,1568766846,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
7222,2.0,2.0,1,1005,1058,addressunknown,Troy,OH,40.0351,-84.2067,RentDigs.com,1568772350,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
7223,2.0,2.0,1,2446,1059,addressunknown,Mercer Island,WA,47.5632,-122.2265,RentDigs.com,1568777513,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
7224,2.0,2.0,1,1495,1059,addressunknown,Dallas,TX,32.8261,-96.7472,RentDigs.com,1568750596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7225,2.5,2.0,1,1350,1059,1845 River Crossing Cir,Austin,TX,30.3054,-97.7497,RentLingo,1577359676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7226,2.0,2.0,1,1135,1059,addressunknown,Cary,NC,35.7876,-78.781,RentDigs.com,1568759057,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
7227,2.0,2.0,1,845,1059,addressunknown,Fond Du Lac,WI,43.7815,-88.4411,RentLingo,1577358820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7230,2.0,2.0,1,2495,1060,3539 27th Place W,Seattle,WA,47.616,-122.3275,RentLingo,1577360380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7231,1.0,2.0,1,2250,1060,146 Walnut St,Montclair,NJ,40.8206,-74.2133,RentLingo,1577360264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7232,2.0,2.0,1,2095,1060,addressunknown,Elizabeth,NJ,40.6623,-74.2087,RentDigs.com,1568776162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7233,2.0,2.0,1,1443,1060,addressunknown,Chesapeake,VA,36.7434,-76.2257,RentDigs.com,1568747580,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1
7234,1.5,2.0,1,1435,1060,addressunknown,Laurel,MD,39.0614,-76.8511,RentDigs.com,1568750087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7235,1.5,2.0,1,1435,1060,addressunknown,Laurel,MD,39.0614,-76.8511,RentDigs.com,1568750094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7236,1.0,2.0,1,1335,1060,24 Coronado CT,Madison,WI,43.0724,-89.4003,RentLingo,1577358726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7237,2.0,2.0,1,1329,1060,addressunknown,Washington Township,MI,42.7449,-83.0073,RentLingo,1577359489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7238,2.0,2.0,1,1142,1060,addressunknown,Euless,TX,32.8255,-97.1039,RentDigs.com,1568779483,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
7239,1.0,2.0,1,1109,1060,addressunknown,Euless,TX,32.8255,-97.1039,RentDigs.com,1568779184,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
7240,2.0,2.0,1,1060,1060,1005 Legendary Dr,Harrisburg,SD,43.4299,-96.6968,RentLingo,1577360044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7241,2.0,2.0,1,1060,1060,1001 Legendary Dr,Harrisburg,SD,43.4299,-96.6968,RentLingo,1577017119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7242,2.0,2.0,1,915,1060,5800-5866 Beechwood Dr,Loves Park,IL,42.3334,-89.0299,RentLingo,1577360257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7243,1.0,2.0,1,775,1060,2301 S Ellis Rd,Sioux Falls,SD,43.5329,-96.7265,RentLingo,1577360124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7245,2.0,2.0,1,2065,1061,addressunknown,South Plainfield,NJ,40.58,-74.4155,RentDigs.com,1568753352,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7246,2.0,2.0,1,1885,1061,addressunknown,South Plainfield,NJ,40.58,-74.4155,RentDigs.com,1568753331,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7247,2.0,2.0,1,1195,1061,addressunknown,Renton,WA,47.5126,-122.1934,RentDigs.com,1568779891,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7249,2.0,2.0,1,1815,1062,addressunknown,Ellicott City,MD,39.266,-76.8455,RentDigs.com,1568773356,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
7250,2.0,2.0,1,1638,1062,addressunknown,Euless,TX,32.8524,-97.0886,RentDigs.com,1568778795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
7251,2.0,2.0,1,1628,1062,addressunknown,Windermere,FL,28.4991,-81.5295,RentDigs.com,1568762738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
7252,2.0,2.0,1,1992,1063,addressunknown,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,1568782644,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7253,1.5,3.0,1,1515,1063,addressunknown,Reisterstown,MD,39.4642,-76.8115,RentDigs.com,1568781048,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
7254,2.0,2.0,1,1198,1063,1115 Ashland Rd,Columbia,MO,38.9401,-92.3167,RentLingo,1577358988,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7255,2.0,2.0,1,956,1063,addressunknown,Greenville,NC,35.6264,-77.4386,RentDigs.com,1568778353,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7256,2.0,2.0,1,925,1063,2720 5th St NW/400 27th Ave NW,Minot,ND,48.2469,-101.3017,RentLingo,1577359923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7257,2.0,2.0,1,875,1063,2820 5th St NW A B And C,Minot,ND,48.2469,-101.3017,RentLingo,1577359923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7258,2.0,2.0,1,1550,1064,1406 Main St North,Watford City,ND,47.8016,-103.2801,RentLingo,1577360369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7259,2.0,2.0,1,1518,1064,addressunknown,Federal Way,WA,47.3045,-122.3726,RentDigs.com,1568770926,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7260,2.0,3.0,1,1499,1064,5907 Misty Meadow St,League City,TX,29.5035,-95.0922,RentLingo,1577358339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7262,2.0,2.0,1,1400,1064,addressunknown,Chesapeake,VA,36.7434,-76.2257,RentDigs.com,1568747468,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7263,2.0,2.0,1,575,1064,addressunknown,Rocky Mount,NC,35.9728,-77.8304,RentDigs.com,1568777757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7264,2.0,2.0,1,2500,1065,addressunknown,Minneapolis,MN,44.9855,-93.3023,RentLingo,1577015704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7265,2.0,2.0,1,1300,1065,7744 Lasalle Ave. Unit #31,Baton Rouge,LA,30.4415,-91.1012,RentLingo,1577360452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7266,2.0,2.0,1,1275,1065,addressunknown,Colorado Springs,CO,38.8862,-104.7389,RentDigs.com,1568772197,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7267,2.0,2.0,1,1275,1065,addressunknown,Colorado Springs,CO,38.8862,-104.7389,RentDigs.com,1568772145,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7268,2.0,2.0,1,877,1065,addressunknown,Greensboro,NC,36.0646,-79.8238,RentDigs.com,1568753859,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7269,2.0,2.0,1,867,1065,addressunknown,Greensboro,NC,36.0703,-79.7719,RentDigs.com,1568753858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7270,2.0,2.0,1,2398,1066,5505 Zelzah Ave,Encino,CA,34.164,-118.4984,RentLingo,1577359744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7271,2.0,3.0,1,1315,1066,13332 Parkwood Drive,Burnsville,MN,44.7594,-93.2817,RentLingo,1577016870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7272,2.0,2.0,1,1285,1066,4400 Old CT Rd,Pikesville,MD,39.3776,-76.706,RentLingo,1577359736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7273,1.0,2.0,1,1400,1067,6633 Palace Dr,Colorado Springs,CO,38.8562,-104.772,RentLingo,1577359135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7274,1.0,2.0,1,976,1067,4607 Telluride Dr,Sheboygan,WI,43.7545,-87.7404,RentLingo,1577358824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7275,2.0,2.0,1,850,1067,720 Greenway CT,Mosinee,WI,44.7897,-89.6859,RentLingo,1577358939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7276,2.0,2.0,1,845,1067,588 Fenton St,Ripon,WI,43.8449,-88.8405,RentLingo,1577358987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7277,2.0,2.0,1,1460,1068,addressunknown,Greensboro,NC,36.1519,-79.8168,RentDigs.com,1568754687,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7278,2.0,2.0,1,1350,1068,addressunknown,Mount Laurel,NJ,39.9478,-74.9117,RentDigs.com,1568775747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7279,2.0,2.0,1,1215,1068,addressunknown,Raleigh,NC,36.0249,-78.4646,RentDigs.com,1568770089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7280,2.0,2.0,1,1821,1069,addressunknown,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,1568782408,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7281,2.0,2.0,1,1540,1069,addressunknown,Silver Spring,MD,39.0128,-76.9812,RentDigs.com,1568767902,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
7282,2.0,2.0,1,1530,1069,addressunknown,Dallas,TX,32.9455,-96.7962,RentDigs.com,1568765184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7283,2.0,2.0,1,1249,1069,addressunknown,Bedford,TX,32.8525,-97.1399,RentDigs.com,1568776496,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7284,2.0,2.0,1,1079,1069,addressunknown,Apex,NC,35.79,-78.9465,RentDigs.com,1568760108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7286,2.0,2.0,1,2605,1070,addressunknown,Long Branch,NJ,40.2945,-73.9952,RentDigs.com,1568766995,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
7287,2.0,3.0,1,2550,1070,addressunknown,Arcadia,CA,34.1378,-118.0247,RentDigs.com,1568778594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7288,2.0,2.0,1,2430,1070,addressunknown,Cedar Knolls,NJ,40.8234,-74.4534,RentDigs.com,1568770611,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
7289,1.0,2.0,1,2200,1070,11506 Truro Avenue Unit D,Hawthorne,CA,33.9136,-118.3527,RentLingo,1577359428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7290,2.0,2.0,1,1950,1070,2464 N Geneva Terrace,Chicago,IL,41.8625,-87.6825,RentLingo,1577359483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7291,1.0,2.0,1,1705,1070,addressunknown,Laurel,MD,39.0947,-76.8189,RentDigs.com,1568751254,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
7293,2.0,2.0,1,1240,1071,addressunknown,Raleigh,NC,35.7488,-78.6369,RentDigs.com,1568771693,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
7294,2.0,3.0,1,1100,1071,113-115 Lindas Creek Ln,Weatherford,TX,32.7636,-97.8034,RentLingo,1577359914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7295,2.0,2.0,1,1765,1072,addressunknown,Gaithersburg,MD,39.1088,-77.2384,RentDigs.com,1568765500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7296,1.5,3.0,1,1080,1072,1050 Manhattan Boulevard,Harvey,LA,29.8798,-90.068,ListedBuy,1577309795,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7297,2.0,2.0,1,1039,1072,716 51st Place,Kenosha,WI,42.5859,-87.8552,RentLingo,1577358994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7298,1.0,2.0,1,902,1072,3761 N White Hawk Dr,Appleton,WI,44.2745,-88.4153,RentLingo,1577358870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7300,1.0,1.0,1,2255,1073,8502 Preston Road Unit 1072,Dallas,TX,32.8212,-96.7853,RentLingo,1577359711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7301,1.0,2.0,1,1000,1073,2200 Green Bay Rd,Kaukauna,WI,44.29,-88.2727,RentLingo,1577358599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7302,1.0,2.0,1,850,1073,815 4th St,Sour Lake,TX,30.1647,-94.351,RentLingo,1576323447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7304,2.0,2.0,1,789,1074,1401 S Nicolet Rd,Appleton,WI,44.2745,-88.4153,RentLingo,1577358868,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
7305,2.0,2.0,1,770,1074,1901 Ridgeway Dr,De Pere,WI,44.4367,-88.0697,RentLingo,1577359334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7307,2.0,2.0,1,2701,1075,addressunknown,Kirkland,WA,47.6869,-122.1896,RentDigs.com,1568774731,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
7308,2.0,2.0,1,1765,1075,addressunknown,Hyattsville,MD,38.9993,-76.975,RentDigs.com,1568756943,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7309,2.0,2.0,1,1500,1075,844 5th Avenue S,Saint Petersburg,FL,27.7873,-82.6772,RentLingo,1577017096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7310,1.5,2.0,1,1350,1075,14850 Naranja Lakes Boulevard B4a,Homestead,FL,25.4867,-80.4599,ListedBuy,1576618181,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7311,1.0,2.0,1,1199,1075,7331 W Mountain View Rd,Peoria,AZ,33.6047,-112.2456,RentLingo,1577015539,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7312,1.0,3.0,1,1199,1075,addressunknown,Colorado Springs,CO,38.8793,-104.8171,RentDigs.com,1568769890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7313,1.0,1.0,1,1185,1075,addressunknown,Cumming,GA,34.2494,-84.1748,RentDigs.com,1568774251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7314,1.0,2.0,1,995,1075,6210 Mineral Point Road,Madison,WI,43.0724,-89.4003,RentLingo,1577015724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7315,2.0,2.0,1,975,1075,2120 Kennedy Dr,New Holstein,WI,43.9478,-88.0904,RentLingo,1577358821,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7316,2.0,2.0,1,970,1075,addressunknown,Winston Salem,NC,36.0652,-80.3179,RentDigs.com,1568745426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7317,2.0,2.0,1,919,1075,addressunknown,Durham,NC,35.9907,-78.9074,RentDigs.com,1568776683,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
7318,1.0,2.0,1,870,1075,815 N 39th St,Grand Forks,ND,47.9179,-97.0658,RentLingo,1577359910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7319,2.0,2.0,1,825,1075,addressunknown,Oklahoma City,OK,35.4882,-97.5181,RentDigs.com,1568781125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7320,2.0,2.0,1,1920,1076,addressunknown,Suwanee,GA,34.0648,-84.0849,RentDigs.com,1568770583,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
